         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:291(_calculate_fan_in_and_fan_out)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._run_emit_module_hook}
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:183(_is_utf)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:150(clone_input)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:17(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:275(_close)
       17    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_proto_graph.py:26(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:253(get_start_method)
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1037(is_optional_as_optional)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:241(_optimize_charset)
    25/10    0.000    0.000    0.020    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:648(get_lock)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:93(_clip_dep_is_scalar_nan)
       42    0.000    0.000    0.000    0.000 {built-in method torch._C.i}
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorflow\python\platform\gfile.py:113(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorflow\python\lib\io\file_io.py:48(__init__)
      7/4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\function.py:621(_map)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:36(__init__)
        1    0.000    0.000    0.002    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:1(<module>)
     16/2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:1020(register_submods)
        2    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:1180(not_close_error_metas)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_utils.py:95(convert_to_HWC)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\cifar.py:114(<dictcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._get_forward_pre_hooks}
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_state.py:72(_get_script_class)
       12    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:329(find_cookie)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:509(_compile_info)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\conv.py:143(reset_parameters)
       14    0.000    0.000    0.000    0.000 {built-in method torch._C.add_module}
       28    0.000    0.000    0.000    0.000 {built-in method torch._C._has_method}
        1    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:1(<module>)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       88    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:241(__contains__)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:804(_newname)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\summary.py:82(_calc_scale_factor)
        6    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:168(_type_check)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
       69    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:213(authkey)
       30    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2278(children)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\vision.py:30(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:91(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:210(Condition)
        1    0.000    0.000    0.002    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\random.py:26(manual_seed)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C.set_poisoned}
        8    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:14(<listcomp>)
       63    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
       28    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:524(__getattr__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
     20/8    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\hierarchical_loss.py:16(get_children_list_deep)
        5    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:828(__setattr__)
       10    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:583(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2156(_named_members)
       15    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\utils.py:9(parse)
      144    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:772(get_overload_name_mapping)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._get_forward_hooks}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       62    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1044(is_union_as_optional)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1102(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:470(__prepare__)
       40    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        5    0.000    0.000    0.019    0.004 {built-in method builtins.__import__}
       23    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:902(<listcomp>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.282    0.282 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:619(trace)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\distributed\rpc\__init__.py:20(is_available)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:70(__getattr__)
       21    0.000    0.000    0.000    0.000 {built-in method torch._C.node}
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:404(__init__)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:705(compare)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:67(calculate_gain)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1651(__eq__)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1298(<lambda>)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:231(__next)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:558(_check_save_filelike)
        2    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:999(_compare_regular_values_close)
       46    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:901(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:282(can_compile_class)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.003    0.003 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:239(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:149(_clone_inputs)
        1    0.000    0.000    0.005    0.005 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:496(_save)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1051(is_future)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\_contextlib.py:141(clone)
        1    0.000    0.000    0.017    0.017 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:300(preinit)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1054(putchunk)
        2    0.000    0.000    0.000    0.000 {built-in method torch.set_vital}
        1    0.000    0.000    0.032    0.032 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:595(add_image)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1212(_check_input)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:393(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:87(default_tolerances)
       50    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:12(_no_grad_uniform_)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:747(__delattr__)
       21    0.000    0.000    0.000    0.000 {built-in method torch._C.kind}
       19    0.000    0.000    0.000    0.000 {built-in method torch._C.input}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:353(profile_hook_step)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:738(compile)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2683(__init__)
